True,66.0.0.0/8
True,66.0.0.0/8
True,11.0.0.0/8
True,11.0.0.0/8
True,66.0.0.0/8
True,66.0.0.0/8
True,66.0.0.0/8
True,66.0.0.0/8
True,11.0.0.0/8
True,11.0.0.0/8
True,11.0.0.0/8
True,11.0.0.0/8
True,11.0.0.0/8
True,66.0.0.0/8
True,11.0.0.0/8
True,11.0.0.0/8
True,66.0.0.0/8
True,66.0.0.0/8
True,11.0.0.0/8
True,11.0.0.0/8
True,11.0.0.0/8
True,66.0.0.0/8
True,11.0.0.0/8
True,66.0.0.0/8
True,10.19.199.0/24
True,66.0.0.0/8
True,66.0.0.0/8
True,66.0.0.0/8
True,66.0.0.0/8
True,16.212.210.0/24
True,11.0.0.0/8
True,11.0.0.0/8
True,66.0.0.0/8
True,66.0.0.0/8
True,11.0.0.0/8
True,66.0.0.0/8
True,66.0.0.0/8
True,66.0.0.0/8
True,66.0.0.0/8
True,11.0.0.0/8
True,66.0.0.0/8
True,66.0.0.0/8
True,66.0.0.0/8
True,66.0.0.0/8
True,19.137.187.0/24
True,66.0.0.0/8
True,11.0.0.0/8
True,66.0.0.0/8
True,66.0.0.0/8
True,66.0.0.0/8
True,66.0.0.0/8
True,66.0.0.0/8
True,11.0.0.0/8
True,11.0.0.0/8
True,66.0.0.0/8
True,11.0.0.0/8
True,11.0.0.0/8
True,11.0.0.0/8
True,11.0.0.0/8
True,66.0.0.0/8
True,11.0.0.0/8
True,66.0.0.0/8
True,66.0.0.0/8
True,66.0.0.0/8
True,11.0.0.0/8
True,11.0.0.0/8
True,11.0.0.0/8
True,11.0.0.0/8
True,11.0.0.0/8
True,11.0.0.0/8
True,11.0.0.0/8
True,66.0.0.0/8
True,66.0.0.0/8
True,11.0.0.0/8
True,66.0.0.0/8
True,66.0.0.0/8
True,11.0.0.0/8
True,66.0.0.0/8
True,11.0.0.0/8
True,11.0.0.0/8
True,66.0.0.0/8
True,66.0.0.0/8
True,11.0.0.0/8
True,11.0.0.0/8
True,11.0.0.0/8
True,66.0.0.0/8
True,66.0.0.0/8
True,66.0.0.0/8
True,66.0.0.0/8
True,66.0.0.0/8
True,11.0.0.0/8
True,11.0.0.0/8
True,11.0.0.0/8
True,66.0.0.0/8
True,11.0.0.0/8
True,66.0.0.0/8
True,11.0.0.0/8
True,66.0.0.0/8
True,11.0.0.0/8
True,16.184.210.0/24
True,11.0.0.0/8
True,66.0.0.0/8
True,66.0.0.0/8
True,66.0.0.0/8
True,66.0.0.0/8
True,11.0.0.0/8
True,66.0.0.0/8
True,11.0.0.0/8
True,16.106.166.0/24
True,11.0.0.0/8
True,11.0.0.0/8
True,66.0.0.0/8
True,11.0.0.0/8
True,11.0.0.0/8
True,11.0.0.0/8
True,11.0.0.0/8
True,66.0.0.0/8
True,66.0.0.0/8
True,66.0.0.0/8
True,66.0.0.0/8
True,11.0.0.0/8
True,66.0.0.0/8
True,66.0.0.0/8
True,66.0.0.0/8
True,66.0.0.0/8
True,66.0.0.0/8
True,11.0.0.0/8
True,66.0.0.0/8
True,12.70.58.0/24
True,11.0.0.0/8
True,66.0.0.0/8
True,11.0.0.0/8
True,11.0.0.0/8
True,66.0.0.0/8
True,66.0.0.0/8
True,19.251.158.0/24
True,12.210.226.0/24
True,11.0.0.0/8
True,66.0.0.0/8
True,11.0.0.0/8
True,66.0.0.0/8
True,66.0.0.0/8
True,66.0.0.0/8
True,66.0.0.0/8
True,66.0.0.0/8
True,66.0.0.0/8
True,66.0.0.0/8
True,11.0.0.0/8
True,66.0.0.0/8
True,66.0.0.0/8
True,11.0.0.0/8
True,66.0.0.0/8
True,11.0.0.0/8
True,66.0.0.0/8
True,11.0.0.0/8
True,66.0.0.0/8
True,66.0.0.0/8
True,11.0.0.0/8
True,66.0.0.0/8
True,66.0.0.0/8
True,11.0.0.0/8
True,11.0.0.0/8
True,11.0.0.0/8
True,11.0.0.0/8
True,66.0.0.0/8
True,11.0.0.0/8
True,11.0.0.0/8
True,66.0.0.0/8
True,66.0.0.0/8
True,19.162.71.0/24
True,11.0.0.0/8
True,11.0.0.0/8
True,66.0.0.0/8
True,11.0.0.0/8
True,11.0.0.0/8
True,11.0.0.0/8
True,11.0.0.0/8
True,66.0.0.0/8
True,66.0.0.0/8
True,10.34.69.0/24
True,11.0.0.0/8
True,66.0.0.0/8
True,11.0.0.0/8
True,66.0.0.0/8
True,66.0.0.0/8
True,11.0.0.0/8
True,13.69.39.0/24
True,66.0.0.0/8
True,66.0.0.0/8
True,66.0.0.0/8
True,11.0.0.0/8
True,11.0.0.0/8
True,66.0.0.0/8
True,66.0.0.0/8
True,66.0.0.0/8
True,11.0.0.0/8
True,11.0.0.0/8
True,12.186.9.0/24
True,66.0.0.0/8
True,11.0.0.0/8
True,11.0.0.0/8
True,16.196.119.0/24
True,11.0.0.0/8
True,11.0.0.0/8
True,66.0.0.0/8
True,11.0.0.0/8
True,11.0.0.0/8
True,11.0.0.0/8
True,66.0.0.0/8
True,11.0.0.0/8
True,11.0.0.0/8
True,11.0.0.0/8
True,11.0.0.0/8
True,66.0.0.0/8
True,11.0.0.0/8
True,11.0.0.0/8
True,66.0.0.0/8
True,66.0.0.0/8
True,11.0.0.0/8
True,66.0.0.0/8
True,66.0.0.0/8
True,11.0.0.0/8
True,66.0.0.0/8
True,13.250.130.0/24
True,66.0.0.0/8
True,66.0.0.0/8
True,19.96.53.0/24
True,66.0.0.0/8
True,11.0.0.0/8
True,11.0.0.0/8
True,11.0.0.0/8
True,66.0.0.0/8
True,11.0.0.0/8
True,11.0.0.0/8
True,11.0.0.0/8
True,11.0.0.0/8
True,66.0.0.0/8
True,66.0.0.0/8
True,11.0.0.0/8
True,66.0.0.0/8
True,66.0.0.0/8
True,66.0.0.0/8
True,66.0.0.0/8
True,11.0.0.0/8
True,11.0.0.0/8
True,12.93.240.0/24
True,66.0.0.0/8
True,66.0.0.0/8
True,66.0.0.0/8
True,11.0.0.0/8
True,66.0.0.0/8
True,11.0.0.0/8
True,11.0.0.0/8
True,11.0.0.0/8
True,66.0.0.0/8
True,11.0.0.0/8
True,66.0.0.0/8
True,11.0.0.0/8
True,66.0.0.0/8
True,11.0.0.0/8
True,66.0.0.0/8
True,66.0.0.0/8
True,66.0.0.0/8
True,14.224.136.0/24
True,11.0.0.0/8
True,11.0.0.0/8
True,11.0.0.0/8
True,66.0.0.0/8
True,11.0.0.0/8
True,66.0.0.0/8
True,66.0.0.0/8
True,11.0.0.0/8
True,11.0.0.0/8
True,11.0.0.0/8
True,66.0.0.0/8
True,66.0.0.0/8
True,66.0.0.0/8
True,11.0.0.0/8
True,66.0.0.0/8
True,11.0.0.0/8
True,11.0.0.0/8
True,11.0.0.0/8
True,66.0.0.0/8
True,66.0.0.0/8
